,Review_title,Review_text,Ratings
9609,Super!,I am very much satisfied with the product.nice smart watch in a affordable price. Good features. very helpful in tracking my daily activities..,5
9610,Nice product,"The product is good looking and affordable at this price range.But the only thing we don't get inconsistent is the step count it might be solved in the next firmware update.so this was my only problem rest is all good.it has a great screen resolution is great, brightness is good . If you need a good looking affordable watch with activity tracking go fo it",4
9611,Awesome,"Excellent watch for small wrists like me (6 inches). Initially i was confused between dizo watch 2, boat xtend and brio.... But boat UI lags and dizo has larger display which will not look good on tiny wrists. Noise colorfit brio UI is buttery smooth also it has best display in this price segment. Completely satisfied with my choice... 🤘🏻♥️",5
9612,Worthless,"Not a user friendly UI is not good wrist awake systum not work proper,i will not recommend to by thi",1
9613,Great product,"Best quality watch in this price.
The display quality is excellent.",5
9614,Super!,Very good smartwatch and value for money 💸.,5
9615,Perfect product!,"Must buy this...i love that smart watch 🤓 this is value for 🤑 money........ charging & battery life is better than other watches
Purchased blue colour variant its look much beautiful than as showed in images.....
Good at this level of price ....
Proper functioning of all the functions
UI is good and app interface is also good but it can get better",5
9616,Great product,"Purchased blue colour variant its look much beautiful than as showed in images.....
Good at this level of price ....
Proper functioning of all the functions
UI is good and app interface is also good but it can get better",5
9617,Excellent,This watch really recommend to you 🙂 I am sure best design and in this range no smartwatch can this type of features i love it than Flipkart and defy love you ❤️,5
9618,Classy product,It's a very good look 👌 and slim body I LOVE this product very nice 👌 😊,5
9619,Highly recommended,"Amazing product.i love that smart watch this is value of money..The watch looks good. Performance is snappy.feature are perfect for a fitness watch.one of the best smart watch in the price segment.The watch is classy and light weight.Quality of strape is good.Battery life is amazing.it is a beautiful watch counting every step of mine. The call, text, social media alert and BPM tracker are bery good featur. Amazing watch.",5
9620,Best in the market!,Love the look and feel watch and the price point. Has a very good battery life and the screen is clearly visible. Have been using the watch for 3 days straight and the battery still is close to 70%.It does support SPO2 reading and is inline with pulse oxymeter to a larger extent.,5
9621,Worth every penny,"nice smart watch with call, text and social media notifications. we can also see weather forecasts and sedentary alerts for healthy life. the main feature that I loved is we can control camera & music with smooth and easy touch. I think this is the best watch with excellent features at this price. u can go for it without any second choice. we can also change Straps of our favorite color",5
9622,Terrific purchase,"One of the best smart watch in this Range . Screen Quality beyond the mark... It's best for fitness. Overall is Awesome and excellent Performance. Battery Performance also Good, Lasting very good time.",5
9623,Highly recommended,"It a wonderful watch. It has a full HD rectangle display and a sleek design that can be worn by men and women both. The battery performance is commendable and hence, I would recommend this to all my friends.",5
9624,Must buy!,"Amazing product with a superb app with any smart watch. It encourages you to move towards your goal. The watch looks good, performance is snappy, features are perfect for a fitness watch. It is a beautiful watch counting every step of mine.The sleep tracking, call ,text ,social media alerts and calories calculator are very good feature. Battery back up is superb as with only once charge it is giving more than 7 days of battery back-up and all other functions of watch works very well.Gifted hu...
READ MORE",5
9625,Perfect product!,"Must buy this...i love that smart watch 🤓 this is value for 🤑 money........ charging & battery life is better than other watches
Purchased blue colour variant its look much beautiful than as showed in images.....
Good at this level of price ....
Proper functioning of all the functions
UI is good and app interface is also good but it can get better",5
9626,Great product,"Purchased blue colour variant its look much beautiful than as showed in images.....
Good at this level of price ....
Proper functioning of all the functions
UI is good and app interface is also good but it can get better",5
9627,Excellent,This watch really recommend to you 🙂 I am sure best design and in this range no smartwatch can this type of features i love it than Flipkart and defy love you ❤️,5
9628,Classy product,It's a very good look 👌 and slim body I LOVE this product very nice 👌 😊,5
9629,Highly recommended,"Amazing product.i love that smart watch this is value of money..The watch looks good. Performance is snappy.feature are perfect for a fitness watch.one of the best smart watch in the price segment.The watch is classy and light weight.Quality of strape is good.Battery life is amazing.it is a beautiful watch counting every step of mine. The call, text, social media alert and BPM tracker are bery good featur. Amazing watch.",5
9630,Best in the market!,Love the look and feel watch and the price point. Has a very good battery life and the screen is clearly visible. Have been using the watch for 3 days straight and the battery still is close to 70%.It does support SPO2 reading and is inline with pulse oxymeter to a larger extent.,5
9631,Worth every penny,"nice smart watch with call, text and social media notifications. we can also see weather forecasts and sedentary alerts for healthy life. the main feature that I loved is we can control camera & music with smooth and easy touch. I think this is the best watch with excellent features at this price. u can go for it without any second choice. we can also change Straps of our favorite color",5
9632,Terrific purchase,"One of the best smart watch in this Range . Screen Quality beyond the mark... It's best for fitness. Overall is Awesome and excellent Performance. Battery Performance also Good, Lasting very good time.",5
9633,Highly recommended,"It a wonderful watch. It has a full HD rectangle display and a sleek design that can be worn by men and women both. The battery performance is commendable and hence, I would recommend this to all my friends.",5
9634,Must buy!,"Amazing product with a superb app with any smart watch. It encourages you to move towards your goal. The watch looks good, performance is snappy, features are perfect for a fitness watch. It is a beautiful watch counting every step of mine.The sleep tracking, call ,text ,social media alerts and calories calculator are very good feature. Battery back up is superb as with only once charge it is giving more than 7 days of battery back-up and all other functions of watch works very well.Gifted hu...
READ MORE",5
9635,Must buy!,"Amazing product with a superb app with any smart watch. It encourages you to move towards your goal. The watch looks good, performance is snappy, features are perfect for a fitness watch. It is a beautiful watch counting every step of mine.The sleep tracking, call ,text ,social media alerts and calories calculator are very good feature. Battery back up is superb as with only once charge it is giving more than 7 days of battery back-up and all other functions of watch works very well.Gifted hu...
READ MORE",5
9636,Fabulous!,Best smart watch in this price range. It provides good accuracy in sports activity. Nice watch faces which can be customised also. Overall best deal in smart watches in the market.,5
9637,Terrific,Good watch!! Value for money !! The watch looks very stylish to wear.when you wear it feel very comfortable and flexible.About touch screen its work smooth and having amazing interface.,5
9638,Nice product,"That watch is phenomenal 🔥😎
I am sastisfied customer
Defy Nice work
Keep it up we're supporting you
you don't let us down ok",4
9639,Highly recommended,"It fits best in skinny hands, and looks amazing. The ui of this watch is very smooth as well as the mobile application developed for the watch is very simple and creative. Watch is loaded with so many features at this price range. The display is so big and crisp, it's looks very premium.",5
9640,Must buy!,"Just got this watch after using some other brand previously and I am totally impressed with the build quality design and features this watch offers at affordable price tag, large Amoled display with super brightness is really eye catching and customisable watch faces is a good addon, with oxygen level sensor and continuous heart rate monitor is quite accurate and helpful during treadmill and intensive workouts, touch screen is very responsive and I am happy with the purchase.",5
9641,Brilliant,"What a premium feel and look. The watch has accurate activity tracker that makes the workouts fun and engaging. I am able to get timely notifications too. Loved the product.*""",5
9642,Awesome,Extraordinary look and feel. Overall beautiful watch. Amazing battery life and display. Looks stylish on wrist!,5
9643,Best in market,"The Watch is Elegant in look and the smooth silicone wrist body is very comfortable to wear on skin it doesn't give itching or irritation.
Speaking of watch function they are good as compared in this price range cycling walking body temperature Heartbeat have calls notification messages music can be played .In short I am happy with it for the money i have spend.",5
9644,Best in the market!,"Have been using it for 2 day now and i have to say its much better than the other resonably priced smart watches in market now. Connectivity to the app is smooth without any issues. The watch faces can be customized. Health reading are correct by far. Battery backup after 1 day is use is 80 percentage. So i can expect the battery backup to last about 5 days.
Loving it til now..",5
9645,Best in the market!,"With 2 days of usage - What you've read about is exactly what you get. Comfortable size and strap, great display, does everything the features state.
This watch looking very beutiful. battery backup is very awesome.many features available in this watch",5
9646,Good choice,"Excellent terrific slim watch and looking fabulous
I love this product,❤️❤️ and very fast deliver thanku flipkart, very good this price love u flipkart 🤗🤗buy again lovely",4
9647,Just okay,"Look good , Display good and Battery good , watch activity not good other than over all ok .",3
9648,Awesome,"I think I have got this in a best deal over all the product is really good watch looks classy. I was really stunned by getting such a best product I never knew that Flipkart would provide me with such pretentious gadgets. The watch is just topgallant and perfect, the belt, it's display, it's screen, it's features the charging everything is next to perfect. I would recommend everyone to buy this watch it's the best budget watch with several features which any normal person wants.",5
9649,Mind-blowing purchase,"Great looking piece for a smart wearable at this price point! And smart watch working very smooth and comfortable. I loved the color and model, it looks pretty good !
Connectivity to the app is smooth without any issues. The watch faces looks good. Overall i am satisfied so far.",5
9650,Very Good,"GREAT WATCH IN THIS PRICE
SEGMENT AND GREAT FEATURES ALSO
ONLY ONE THING I DONT LIKE IN THIS WATCH
THAT MORE SPORTS MODE SHOULD BE THERE
OVERALL THIS WATCH IS VALUE FOR MONEY",4
9651,Simply awesome,Super,5
9652,Nice,watch is vailue for money but wake up screen is properly not working,3
9653,Awesome,"Value of money 💰
Excellent product 👍",5
9654,Must buy!,Value for money quality was superbbbbb looking and design nice very fast delivered packaging good thanku....,5
9655,Value-for-money,"Awesome product, simply superb",4
9656,Slightly disappointed,"If Your Skin Dark Or If You Have Hair On Your Wrist..Dont Buy It.. Because My Skin Is Dark & Hair On Wrist So Heart Rate & Spo2 Not Working On Wrist..For Tracking I Just Remove Watch & Put The Finger On Sensor Then Record..But My Friend Skin Is Light So His Record Calculate In Wrist..

Even Sleep Counting Not Done Properly..I Just Use Mi Band Before This Watch & Mi Band Done Very Good Job Without Any Problem But With This I Just Disappointed..

I Know I Just Replace This Watch But What The Be...
READ MORE",2
9657,Simply awesome,"Super 🔥
Slim design best in this segment
Good display
All over good watch 😇😇",5
9658,Wonderful,"Perfect in this price segment. nothing to compare because of price.
The sensor is working well. the display is beyond compare. strap are changeable all. defy is a good brand now because of its quality.
This is my second defy product.",5
9659,Wonderful,Good value for money,4
9660,Nice product,Good watch @reasonable price,4
9661,Excellent,Good,5
9662,Excellent,"Good product,neat look",5
9663,Classy product,"Superb....
Very gud screen quality and brigtness...
.... decent battery life....
Overall very gud product..",5
9664,Super!,"Superb watch and the price range is unbelievable
Wakeup gesture is smoothly working and the ui is also lag free
Ps: Overall don't think too much just go for it
Thanks DEFY",5
9665,Great product,My favorite watch,5
9666,Very poor,Software issues more. Receiving calls not displayed in watch.,1
9667,Really Nice,After three days use watch is cool and functions are work properly. Lovely watch,4
9668,Wonderful,Good first impression. Detailed review coming soon.,5
9669,Must buy!,everything is fine in this watch very nice i like it so much 🙂☺️,5
9670,Terrific purchase,"Outstanding watch! I loved its features. It is definitely stylish and premium. Cost is not too much. It is sweat, dust and water resistant.",5
9671,Awesome,It has the most amazing battery life!! The features are really great.the watch looks very classy and chic,5
9672,Super!,"This watch looks really good.
I like it...
Thanks for fast delivery excellent choice for those who looking for a fitness band..",5
9673,Mind-blowing purchase,The watch offers a full HD touchscreen display with multiple sports modes and watch faces to give a customized look. Its battery performance is really great and long lasting.,5
9674,Great product,Amazing,5
9675,Good choice,Nice..,4
9676,Classy product,Nice smartwatch in this price point,5
9677,Good,Good product.,3
9678,Must buy!,A good quality watch in this price range,5
9679,Terrific purchase,Everything is fantastic in this range,5
9680,Expected a better product,Don't buy. Worst product,2
9681,Did not meet expectations,This is not for dark skin with hair person,1
9682,Does the job,"Strap quality not good.
Display quality is good",3
9683,Perfect product!,Good product by price,5
9684,Best in the market!,Just go for it.,5
9685,Really Nice,Value for money,4
9686,Decent product,Watch is good .Strap is not durable and breaks after few months of use.Should be made much strong for long lasting wear .,3
9687,Great product,Thanks to this defy space smartwatch for helping me track my fitness journey! This is a great watch especially at this pricing!,5
9688,Very Good,Good product,4
9689,Perfect product!,"The battery backup of the watch is just amazing. just with a 10 minutes of charging, it can last upto 2.5 hours!!! That makes it such a convenient pick",5
9690,Simply awesome,"""Pros:
1)This is nice watch look wise.
2)Dial size is as per my preferences.
3)It's light weight.
4) Comfortable to wear, strap is ok, no itching.
5) Display is quite bright.
6)Can be connected to phone when it's already connected to bt headphones.",5
9691,Wonderful,This watch can give accurate report for the activities that are done! The mulitple sports mode is helpful for the same.,5
9692,Great product,I also get my call notifications on my watch. The watch functions very smoothly even after having these many features!,5
9693,Very Good,"Activities tracking not working properly
My Heart beat sensor nd blood pressure activities not working properly
Otherwise look nd design are ok in this price",4
9694,Great product,I get all the notifications on the go! It is so easy to use. the battery life is also very good. this is my favourite features of this watch!,5
9695,Terrific purchase,"With the help of this smartwatch, I am now able to track my blood oxygen levels. I am very happy with this watch",5
9696,Perfect product!,Superb watch loved its features and looks stylish on my hand,5
9697,Fabulous!,The watch faces of the defy space smartwatch are just amazing!! The creativity is just amazing. I am so happy with this watch. Great one!,5
9698,Awesome,"The product is very light in weight ,build quality is very good ,comes in attractive colours ,best display, modern sports features,easy to use ,rise to wake gesture and many more features. Very cheap product with qualitative features",5
9699,Simply awesome,Good value for money,5
9700,Perfect product!,Awesome smartwatch I really like this watch.. And value for money,5
9701,Nice,First I recieved and the piece was defective( raise to wake was not working properly).got a replacement but still the raise to wake function is not working up to the mark.90% of the time I have to press the button,3
9702,Awesome,"Amezing product of defy space
This product are value for money.",5
9703,Worth the money,Nice watch,4
9704,Wonderful,"Today I bought this product
Very nice",4
9705,Fair,"balance type,s
okay..",3
9706,Mind-blowing purchase,Good watch,5
9707,Terrific,Excellent watch,5
9708,Good,"Display is not so attractive as shown in the picture

Okay kind of product",3
9709,Excellent,Velue for moner 😍😍 💸,5
9710,Nice,Value for money product in price range 😊,3
9711,Does the job,Good not bad,3
9712,Just wow!,Good product,5
9713,Utterly Disappointed,"Worst one
Don't but guys plzz",1
9714,Perfect product!,Good,5
9715,Just okay,Happy new watch,3
9716,Terrific purchase,Very nice and very slim watch at this price range i love this watch😘😘,5
9717,Classy product,Best,5
9718,Just okay,This watch'is too good i am very happy ❤️,3
9719,Terrible product,Very bad product.money waste don't buy,1
9720,Not recommended at all,Music control not working,1
9721,Mind-blowing purchase,"I like this watch, thank u so much flipkart",5
9722,Value-for-money,Good at this price,4
9723,Perfect product!,Nice watch I'm also happy,5
9724,Really Nice,Product is better in this price but one thing only once extra photo can be customised or add in waterfaceb,4
9725,Must buy!,"Amazing product with a superb app with any smart watch. It encourages you to move towards your goal. The watch looks good, performance is snappy, features are perfect for a fitness watch. It is a beautiful watch counting every step of mine.The sleep tracking, call ,text ,social media alerts and calories calculator are very good feature. Battery back up is superb as with only once charge it is giving more than 7 days of battery back-up and all other functions of watch works very well.Gifted hu...
READ MORE",5
9726,Fabulous!,Best smart watch in this price range. It provides good accuracy in sports activity. Nice watch faces which can be customised also. Overall best deal in smart watches in the market.,5
9727,Terrific,Good watch!! Value for money !! The watch looks very stylish to wear.when you wear it feel very comfortable and flexible.About touch screen its work smooth and having amazing interface.,5
9728,Nice product,"That watch is phenomenal 🔥😎
I am sastisfied customer
Defy Nice work
Keep it up we're supporting you
you don't let us down ok",4
9729,Highly recommended,"It fits best in skinny hands, and looks amazing. The ui of this watch is very smooth as well as the mobile application developed for the watch is very simple and creative. Watch is loaded with so many features at this price range. The display is so big and crisp, it's looks very premium.",5
9730,Must buy!,"Just got this watch after using some other brand previously and I am totally impressed with the build quality design and features this watch offers at affordable price tag, large Amoled display with super brightness is really eye catching and customisable watch faces is a good addon, with oxygen level sensor and continuous heart rate monitor is quite accurate and helpful during treadmill and intensive workouts, touch screen is very responsive and I am happy with the purchase.",5
9731,Brilliant,"What a premium feel and look. The watch has accurate activity tracker that makes the workouts fun and engaging. I am able to get timely notifications too. Loved the product.*""",5
9732,Awesome,Extraordinary look and feel. Overall beautiful watch. Amazing battery life and display. Looks stylish on wrist!,5
9733,Best in market,"The Watch is Elegant in look and the smooth silicone wrist body is very comfortable to wear on skin it doesn't give itching or irritation.
Speaking of watch function they are good as compared in this price range cycling walking body temperature Heartbeat have calls notification messages music can be played .In short I am happy with it for the money i have spend.",5
9734,Best in the market!,"Have been using it for 2 day now and i have to say its much better than the other resonably priced smart watches in market now. Connectivity to the app is smooth without any issues. The watch faces can be customized. Health reading are correct by far. Battery backup after 1 day is use is 80 percentage. So i can expect the battery backup to last about 5 days.
Loving it til now..",5
9735,Great product,Fit is awsum.lukwise it is just gorgeous.N value for money.Nice colour combination.I bought this watch for my sister n she just loved it.Smart features n pairing capacity is good with Android.I do hv the Boat version of smart watch .But i found this one much better.,5
9736,Fabulous!,This fit band is so good and so adjustable like it could be fit for any kind of ppl whether they have thin wrist or thick,5
9737,Nice product,Very nice Product...we really loved the product quality is sooo goood belts r very flexible n smooth must buy !!!!!!!!!!,4
9738,Highly recommended,Very nice watch really liked the display & looks r killing... In love wid my new watch🥰🥰😘😘😍😍thnx noise for such a good watch n design by company ...,5
9739,Wonderful,Good value for money everything is good only one feature is missing that is measuring blood pressure which is available in boat Strom watch and we can't keep our wallpaper on display overall performance is good and it track accurate step count,4
9740,Pretty good,"Worth for money, Stylish + classy + good quality",4
9741,Good,"Its my first experience on smart watch. I am just receiving notifications but missing some notifications, I mean I am receiving msg on smart watch. It's spo2 nd heart rate measurement is absolute chaos, I just left my watch on my bed and it's starts to detect heart beat, so I checked the spo2 nd to my surprise it had given 98% . And now I have started to talk to my bed nd stoped jumping on my best frnd❤😍",3
9742,Really Nice,Value of Money. Very nice watch. I loved that colour. Light weight and looking good. Thank you noise thank you flipkart.,4
9743,Fair,"I was pretty much diassapointed with this product. The product was ok but not the Noise fit app. The app needs to be upgraded a lot n many of the features are missing in it.
Cons.
1. The display wasn't great but ok.
2. Vibration intensity was too low.
3. The app wasn't great need to inprove alot as major difference comes with it only.

Cons in the app.
1. App requires Location service to start.
2. Alarms were limited to 3.
3. No sedentary alarm, water remainder etc. need to be included.
4. V...
READ MORE",3
9744,Best in the market!,"This watch is a good at this price . Similar to apple watch .
Pros- normal display to see and fit hands even for girls .
15 days backup if not used. If continues use it will last for 10 days.
Comfortable to wear
Where call is comming it will become vibrat . We can control music all in one . Not need to touch the phone.
After two week review

Even though I connected this watch and blutooth airpods to my phone and it's awesome experience if we hearing music in blutooth headset we need to chan...
READ MORE",5
9745,Great product,Fit is awsum.lukwise it is just gorgeous.N value for money.Nice colour combination.I bought this watch for my sister n she just loved it.Smart features n pairing capacity is good with Android.I do hv the Boat version of smart watch .But i found this one much better.,5
9746,Fabulous!,This fit band is so good and so adjustable like it could be fit for any kind of ppl whether they have thin wrist or thick,5
9747,Nice product,Very nice Product...we really loved the product quality is sooo goood belts r very flexible n smooth must buy !!!!!!!!!!,4
9748,Highly recommended,Very nice watch really liked the display & looks r killing... In love wid my new watch🥰🥰😘😘😍😍thnx noise for such a good watch n design by company ...,5
9749,Wonderful,Good value for money everything is good only one feature is missing that is measuring blood pressure which is available in boat Strom watch and we can't keep our wallpaper on display overall performance is good and it track accurate step count,4
9750,Pretty good,"Worth for money, Stylish + classy + good quality",4
9751,Good,"Its my first experience on smart watch. I am just receiving notifications but missing some notifications, I mean I am receiving msg on smart watch. It's spo2 nd heart rate measurement is absolute chaos, I just left my watch on my bed and it's starts to detect heart beat, so I checked the spo2 nd to my surprise it had given 98% . And now I have started to talk to my bed nd stoped jumping on my best frnd❤😍",3
9752,Really Nice,Value of Money. Very nice watch. I loved that colour. Light weight and looking good. Thank you noise thank you flipkart.,4
9753,Fair,"I was pretty much diassapointed with this product. The product was ok but not the Noise fit app. The app needs to be upgraded a lot n many of the features are missing in it.
Cons.
1. The display wasn't great but ok.
2. Vibration intensity was too low.
3. The app wasn't great need to inprove alot as major difference comes with it only.

Cons in the app.
1. App requires Location service to start.
2. Alarms were limited to 3.
3. No sedentary alarm, water remainder etc. need to be included.
4. V...
READ MORE",3
9754,Best in the market!,"This watch is a good at this price . Similar to apple watch .
Pros- normal display to see and fit hands even for girls .
15 days backup if not used. If continues use it will last for 10 days.
Comfortable to wear
Where call is comming it will become vibrat . We can control music all in one . Not need to touch the phone.
After two week review

Even though I connected this watch and blutooth airpods to my phone and it's awesome experience if we hearing music in blutooth headset we need to chan...
READ MORE",5
9755,Good quality product,"Battery performance is good. It goes with my style. The display is clear. The band is not sweaty at all. Loved it. At this price, they are offering a pretty good bargain. However , the SPO2 meter doesn't seem to work as I checked two times. Noise should work on that.",4
9756,Just wow!,"Great quality product. Value for money. Must buy. Using NoiseFit Track app one can explore the different watch faces. Heart rate monitoring, SPO2 , steps tracker everything works fine. ✔️ Thank You Flipkart always at its best 👑",5
9757,Fair,It's nice product iam very Happy and my first smart watch ⌚. This is so good .,3
9758,Hated it!,"Raise to wake is not very sensitive, can't turn off heart rate monitor and Don't have belt lock function like boat storm watch has also charging cable magnet is not very powerful but has a bigger display with a protective sticker.1,43seven meh bhi not good.",1
9759,Terrific purchase,Best smart watch I love this smart watch,5
9760,Excellent,"I got it @ 1600 in this price I just couldn't ask for anything better than this one....
Display 4.5/5
Activity 3/5
Battery 4/5
Design( comfortable)4.5/5
Watch face 4/5
It's a great buy for the ones who is going to try his hand on smart watch section....👍 Noise nice product...kudoos to Flipkart for the quick delivery",5
9761,Wonderful,"Yeh the watch is really nice and good looking in this price
And it's battery is quite good it's lasting more than 7day for me and it's looks fully satisfied me it's really give you a premium look .its have a delay when the screen opens when we look the watch the censer has some delay that's the only way it disappointed me expect that this stuff is really nice loved it",5
9762,Worth every penny,This is very nice investment in budget.. Quality wise it is good.. Look wise it is good.. Functions are easy to use.. I love it.. Delivery before time,5
9763,Mind-blowing purchase,Excellent smart watch with basic needs . Very easy n light to use looks are jus wow . It goes with any look western ethnic hoth unisex watch such a great deal,5
9764,Must buy!,This watch was awesome 👍👍.the battery backup of watch is for 1week or more. Tracking device is work excellent .it measures my heart beat and steps etc. Very well. I am very happy for buying this watch value for money at this range it was awesome 😎😎 thank you Flipkart 😍😍😍no doubt just go go for it.....🤪🤪,5
9765,Hated it!,"This product is not good everyone don't buy this because
Tracking quality poor, bettery life 2days only
This watch not work properly
I am not satisfied",1
9766,Worth every penny,Wow 😳 very good product 😊 I am too happy thank you filipkart,5
9767,Nice product,Nice watch i liked it :)l,4
9768,Simply awesome,"Awesome product to use , light and easy to Handel with elegant look & design 🥰😍",5
9769,Super!,Nice,5
9770,Just wow!,Value of money 💰,5
9771,Delightful,Liked it,4
9772,Awesome,Very good product 👍,5
9773,Highly recommended,Awesome quality and looks beautiful...,5
9774,Awesome,Very nice,5
9775,Must buy!,Good one,5
9776,Very Good,Good,4
9777,Must buy!,Smart watch awesome,5
9778,Worst experience ever!,Very nice 🙂,1
9779,Wonderful,I love it 😘😘,4
9780,Classy product,Nice watch 🥰,5
9781,Must buy!,Very nice & classy ❤️,5
9782,Super!,Very nice,5
9783,Fabulous!,Very nice watch I'm so happy for that ❤😍👌,5
9784,Awesome,Watch looking good,5
9785,Very Good,Good product best value for money big bilion day sale purchasing and happy 😊😊😇,4
9786,Classy product,"Display size is little small but you can adjust with it... Overall product is very good... Some issue with footsteps tracker but I think noise will update it soon.
Low price and High quality you can go for it",5
9787,Super!,This product is Amazing and its tracking is Correct Budget watch,5
9788,Just wow!,Jst woow🥰❤️😻,5
9789,Must buy!,Superb 👌❤️ Quality 💕,5
9790,Simply awesome,Spo2 sensor,5
9791,Worth every penny,Superb strap quality...zzzzzblack color .I really loved it 😍😍😘😘😍😍😍😍😍😍... fitting is awesome.. Overall good ....,5
9792,Just wow!,I Love This Watch. My Birthday Advanced Gift. Thank You Maa ♥♥🧿🧿🎀🎀,5
9793,Decent product,Looking and battery 🔋 is too good but some Fitch er is not good,3
9794,Fabulous!,Charging lasts for 2 to 3 days only. Otherthan that everything is good,5
9795,Wonderful,Excellent quality,5
9796,Terrific purchase,I am in love with this watch❤😍,5
9797,Fabulous!,Good,5
9798,Brilliant,Osm look & Fechers,5
9799,Good,Good,3
9800,Simply awesome,"Value for money, excellent, superb",5
9801,Excellent,nice watch 'on this price point,5
9802,Highly recommended,Perfect watch...💜💜,5
9803,Very Good,"I have purchased for my wife, and she loves it most.",4
9804,Terrific purchase,Value for money 👍🏽,5
9805,Highly recommended,"Amazing 🌸
Just go for it",5
9806,Fabulous!,"Go for it guys .. I loved it 👍
Thankyou Flipkart",5
9807,Awesome,"Awesome,
Smartwatch is very nice and suprb,
Quality is 👌👌👌👌👌👌👌l",5
9808,Worth the money,Battery backup is good. As per price smartwatch is good. I used this smartwatch since 10-12 days then I review this product.,4
9809,Horrible,"I am writing this after using this smart watch for more than a month. Only concern is that this watch doesn't charge, charger was connected for only 2 times and stopped working. I don't know what's wrong with this product. Battery backup is very good, but what's the use as it doesn't get charged. Don't buy this product, if u r looking for a smart watch which serves ur purpose. If you want a showpiece buy which is more cheaper than this product.",1
9810,Very Good,Good,4
9811,Terrific purchase,Best watch,5
9812,Wonderful,"Nice products in this price 🤘🤘😎😎😎😍😘😘😀
Thanks noise",4
9813,Fair,Watch very small size for adults,3
9814,Brilliant,I am just obsessed with this watch this is value for every penny must buy this watch,5
9815,Value-for-money,Nice,4
9816,Highly recommended,Awesome 👌 👏 👍 😍 💖,5
9817,Good quality product,"Amazing 🤩
I'm happy 😊",4
9818,Highly recommended,Super product I love it,5
9819,Wonderful,Best Product,5
9820,Absolute rubbish!,"Noisefit pro Watch is not working since 3 days, It is completely Switched off and not taking charge",1
9821,Very Good,Very cool and worthy product,4
9822,Perfect product!,"Very Good product
Nice",5
9823,Terrific purchase,It's look to osm 💗 features and charging is to good 👍,5
9824,Terrible product,Without waring on wrist it will show hart rate,1
9825,Highly recommended,Beautiful watch...🤩,5
9826,Super!,Seriously it's very nice watch I love this❤❤,5
9827,VERY BAD PRODUCT,Just within 15 days product stop working. Now watch is not starting. Terrible Product. Not expected from Flipkart.,1
9828,Worth every penny,It's very nice watch,5
9829,Must buy!,Nice watch,5
9830,Worth every penny,I am writing this review after 18 days of use.I am happy with this product.❣️❣️Colour is so vibrant and unique.🥰🥰,5
9831,Great product,"That's amazing ,super quality loved it",5
9832,Terrible product,"No full display, look cheap, bit small too, & only replacement no refund. Rating 0/5, review after 30days of usage -
Watch nt charging! Cant return since return period is ended. Dont buy this, go for boat or someother brand. Dnt waste ur money guys. Tq",1
9833,Mind-blowing purchase,Thank you Filifkart.... Nice watch,5
9834,Wonderful,Nice product,5
9835,Highly recommended,Nice and comfortable 🤞,5
9836,Simply awesome,Awesome 😍u can buy it,5
9837,Absolute rubbish!,"Mostly it has only cons
CONS
1. sleep tracking is total wrong not showing awake even though i woke at nights
2. heart rate also wrong
3. Display outdated
4. Wrong purchase
5. Battery backup is not good

PROS
1. ONLY TO WATCH TIME",1
9838,Nice,It's nice. All features are working properly. If you want budget smartwatch you can buy it.,3
9839,Excellent,Excellent watch...,5
9840,Classy product,It looks beautiful,5
9841,Must buy!,Very nice quality.... 🥰🥰,5
9842,Great product,"This is a value for money Smartwatch in the segment.
Most feature rich Smartwatch in this price point.
Design and build is good.
Battery backup is little bit poor it should be more better.",5
9843,Pretty good,"All over this watch is awasome... 💥
But watch faces and sport mode I really don't like this ☹️
There is kids type watch faces and only 8 sport mode ☹️",4
9844,Awesome,Best Product in prise,5
9845,Good quality product,"Battery performance is good. It goes with my style. The display is clear. The band is not sweaty at all. Loved it. At this price, they are offering a pretty good bargain. However , the SPO2 meter doesn't seem to work as I checked two times. Noise should work on that.",4
9846,Just wow!,"Great quality product. Value for money. Must buy. Using NoiseFit Track app one can explore the different watch faces. Heart rate monitoring, SPO2 , steps tracker everything works fine. ✔️ Thank You Flipkart always at its best 👑",5
9847,Fair,It's nice product iam very Happy and my first smart watch ⌚. This is so good .,3
9848,Hated it!,"Raise to wake is not very sensitive, can't turn off heart rate monitor and Don't have belt lock function like boat storm watch has also charging cable magnet is not very powerful but has a bigger display with a protective sticker.1,43seven meh bhi not good.",1
9849,Terrific purchase,Best smart watch I love this smart watch,5
9850,Excellent,"I got it @ 1600 in this price I just couldn't ask for anything better than this one....
Display 4.5/5
Activity 3/5
Battery 4/5
Design( comfortable)4.5/5
Watch face 4/5
It's a great buy for the ones who is going to try his hand on smart watch section....👍 Noise nice product...kudoos to Flipkart for the quick delivery",5
9851,Wonderful,"Yeh the watch is really nice and good looking in this price
And it's battery is quite good it's lasting more than 7day for me and it's looks fully satisfied me it's really give you a premium look .its have a delay when the screen opens when we look the watch the censer has some delay that's the only way it disappointed me expect that this stuff is really nice loved it",5
9852,Worth every penny,This is very nice investment in budget.. Quality wise it is good.. Look wise it is good.. Functions are easy to use.. I love it.. Delivery before time,5
9853,Mind-blowing purchase,Excellent smart watch with basic needs . Very easy n light to use looks are jus wow . It goes with any look western ethnic hoth unisex watch such a great deal,5
